review,rating,sentiment
ko teman saya ga dapat reward rb ya di syarat ketentuan minimal transaksi rb tapi saya transaksi cm rb dapet reward rb tp teman twman saya blm ada sms notifikasi reward dr hana bank seingat saya saat saya buat akun tidak ada minimum transaksi hanya syarat saldo tidah boleh kurang dr rb apakah emg ada perubahan syarat ketentuan untuk reward rb,1,negative
awalnya suka karna bisa tarik tunai hampir di semua bank fitur yang sangat membantu tapi akhirnya malah pake admin akhirnya berhenti pakai ini bye makasii line bank,4,positive
harus update terus kayanya sebulan g cukup x update bahkan sering bgt update tapi gatau apa yang di perbarui fiturnya kan tiap mau transaksi jd gabisa buka aplikasi ragara harus update terus,1,negative
suka banget sama bank digital yang satu ini sesuai sama kebutuhan milenial kartu atm nya juga bagus dan promonya gk kalah menarik,5,positive
line bank gk jls buang wktu gw aj udh masuk nya susah skali nya bisa verifikasi pas tahap ke mau tahap ke tnggal ktik lanjutkan aj gk bisa buang wktu n buang kuota aj apl ini,1,negative
tahun saya lalui bersama line bank dengan nyaman tanpa kendala namun kali ini saya sangat kecewa karna transferan saya jam baru sampai ke tujuan,1,negative
saya ingin buka tabungan line bank saya juga sudah registrasi dan isi data tpi saat tahap terakhir untuk melakukan video call selalu penuh layanannyakalau harus datang ke banknya langsung saya tidak karna kerja bagaimana ya solusinya,2,negative
linebank sangat membantu dalam mengelola uang tarik tunai di semua mesin atm gratis bankingnya juga mudah pengoperasiannya pokoknya is the best pake linebank semoga kedepannya tambah maju aminn,5,positive
gak tau mau kasih bintang berapa selalu kendala teknis lagi dan lagi limitnya udah dapet tp pas bikin banknya selalu kesalahan teknis,1,negative
aplikasi buruk transfer gagal tapi saldo berkurang aneh cs nya juga tak bisa memecahkan masalah kecewa,1,negative
awal pake enjoy limit nya besar cicilan rendah pinjam langsung lunasi masa sekarang mau pinjam lagi tidak bisa padahal slalu di lunasi awal waktu aplikasi macam apa ini,1,negative
aku mau hapus akkun line bank ini tapi kok pas masukin password nya kok jadi tidak valid terus meski sudah di ganti pun juga tetap seperti itu kayak nya harus hati hati sama akun ini,1,negative
ketika mendaftar aplikasi eror hanya mendapat laporan bahwa data sedang di proses tapi sudah sebulan tidak bisa membuat rekening keren banget,1,negative
pendaftaran lancar langsung di acc tidak ada kendala saat proses verifikasi di tunggu reward nya,5,positive
mhon di liat transaksi pembayaran saya blm pernh telat sdh x pengajuan sllu di acc tpi ingin mengajukan lagi mlah blm ada persyaratan tpi knp x waktu itu di acc sdgkn cek limit kredit mlah kya gitu mhon pertimbangan nya,2,negative
setiap buka aplikasi selalu muncul terus menerus notif aktif lokasigps tolong ya di perbaiki itu bug,1,negative
direkomendasikan sama temen dan tertarik tp kartu atm saya blm nyampe sampai skrng di aplikasi tgl pengiriman des tertunda udh tlp call center katanya dtunggu lama sekaliiiiiiiii,5,positive
aplikasinya kenapa ya pas tahap ke empat buka tabungan tombol setuju ga hijau dan ga bisa diklik mohon pencerahan supaya bisa lanjut buka tabungan,1,negative
tolong ubah cara login terlalu panjang kalau ngetik password ubah pakai pin aja supaya simple dan cepat,4,positive
setelah buat rekening kenapa log in ga bisa dan password berubah sendirijika ada yg menggunakan data saya tidak dengan benar bukan tanggung jawab saya,1,negative
ok mantap saya main geme slots gratis san menghasil kan uang dan oleh karena ada line bank jadi saya senang karena saya tidak ada nonot rekening bos dan bisa membatu saya,5,positive
sejauh ini udah oke mungkin perlu ditambah fitur pembayaran pdam yang jauh lebih lengkap dan mencakup seluruh kota kabupaten di indonesia agar memudahkan nasabah terimakasih,4,positive
thanks akhirnya keluhan saya di dengar walau harus dgn cara di complaint dulu atas layanan digital bank nya yg kenaren masih sedikit buruk harapan nya kedepan layanan line bank jauh lbh baik saya rating ulang dan tambahin bintang bintang untuk sementara,4,positive
parah banget baru daftar nunggu kode otp lama banget dari jam sampai jam kode otp ke kirimnya telat akhirnya nggak bisa daftar dan sampai sekarang masih berlanjut begitu padahal sinyal full semua,3,neutral
mau aktifkan kembali rek dormant saja bertele tele terlalu ribet semua data udh benar pun masih harus telepon untuk aktivasi pin transaksi dan segala macam langkah yang berulang ulang dan bertele tele gak jadi lah aktifkan rek ini lagi ribetnya bukan main bunga ga seberapa atm saja harus bayar rb utk luar jawa,1,negative
dikurangi bintang karena pelayanan nya kurang memuaskan dan apk line angka di keyboard tidak munculsudah ikutin aturan costumer service malah jadi runyem,3,neutral
kasih dulu bintang proses buka rekening nya gampang gak ribetudh buka rekening udh isi saldo udh transaksi tinggal nunggu cashback nya sama kartu debit ajh kalau di sk nya sih harus nunggu hari kerja saya liat dulu kalau benar cashback masuk ke rekening baru bintang nya satu lagisaya kasih bintang satu lagi karena reward ribu nya udh masuk buka rekening tgl masuk reward nya tgl berarti sepuluh hari kerja mantafff line bank tinggal nunggu kartu debit nya trimakasih,5,positive
pinjaman pertama kedua lancar ehh udh lunas mau pinjam yg ke malah gk sesuai kriteria bank payah padahal riwayat bagus,1,negative
maaf nih ya kak semenjak update terbaru aplikasinya sangat berat untuk dibuka loading terus padahal internet saya normal aja sama iklan deposito nya mengganggu di tampilan awal,5,positive
stop ngirim emai ga jelas kalu mau dinonaktifkan silakan sudah bulan lebih masih aja begitu email nya sama akan dinonaktifkan hari kedepan akan dinonaktifkan hari kedepan ga ada yg lain kalu niat kasih pinjamanan kirim duit bukan kirim email ga jelas yang mau donlotd baca baikbaik dari pada di telor,1,negative
halo line bank saya yang atas nama rizki nurcahyadi sudah keluar di aplikasi tersebut dan ingin uninstall aplikasi inikare alesan tertentu dikarenakan pengajuan saya tidak keluar di karenakan domisili saya tidak sesuai dengan kriteria line bank mohon untuk menghapus data saya yang sudah terdaftar di akun line bank dan kalau data saya di salah gunakan ataupun ada tagihan yang saya tidak di ketahui saya akan menghubungi lagi aplikasi kalian,5,positive
kartu debet nya gak di kirim loh pertama aku bikin warna biru geratis udah bln status nya di cetak mulu trus tadi aku cek kartu biru tinggl di aktif kan padahal kartu belum aku terima loh kedua aku bikin lagi yang visa warna merah itu bayar loh rb semoga ajah gak di tipu sama si line bank ini,1,negative
quick kreditnya ribet kudu daftar ulang lagi dan auto tolak harusnya kalo udah di acc selama masih dibayar saldo quick kreditnya dibalikin aja tidak perlu ajuin ulang lagi ribet uninstal,1,negative
serba susah pakai ni aplikasi saya lupa dengan nomer rekening saya dan lupa kode akses malah disuruh harus hapal no rek nya baru bisa ganti kode akses nya anehhhh bener,1,negative
bank pencuri data kitahati hatibegitu wajah dan ktp sudah diphoto maka untuk isi data selanjutnya tak bisa lagi dan gagalsaya minta anda waspadajangan pakai aplikasi nyasebelum anda kecewa uang anda hilang,1,negative
gimana ini uda buat uda berhasill mau masuk aplikasi ga bs anehhhh ud reset password tp ga bs jg uninstall aja dah klo gni saya ga tau mau komplain kemana,2,negative
ini kenapa selalu ada tulisan ini adalah aktifitas yang tidak wajar gabisa dibuka aplikasiny karna ada tulisan kaya gitu biasanya engga tolong di dbantu,4,positive
ini gmn ya kok saya sdh memasukan email tapi tidak masuk kode otp nya ya padahal email nya benar tapi tetap saja tidak bisa mohon penjelasan nya nggeh,3,neutral
kenapa ya sering banget harus updateskrang baru update malah ngga ada akses buat aktifitasmisal mo transfer aja sering banget jaringan sibuk,2,negative
suka sama line bank biaya adminnya ga ada trus kartu fisiknya lucu tingkatin lagi ya fiturnya yang lebih menarik biar banyak yang pakai,5,positive
kenapa dg aplikasinya tidak bisa screenshoot biasanyabisa di screenshot sekarang tidak bisa ini bank favorit saya buat transaksi,2,negative
padahal puas sama transaksi line cuma kesel banget aplikasinya kenapa harus sering di upgrade terus sih padahal jarang dibuka sekalinya dibuka harus diperbarui udah mah memori internal suka full ngeselin sumpah,1,negative
pengiriman kartu debit kedua tidak sampai dirumah tapi dari pihak bank gabisa bantu apa² diminta resinya katanya gapunya kocak bgt haha,1,negative
pelayanan cs line bank sangat disayangkan tidak memuaskan karena kita hanya chat dengan bot saya hanya ingin menanyakan kartu debit saya sudah dimana udah sebulan lebih bulan sampaisampai saya kasih 🌟 karena pelayanan sangat mines,1,negative
mau buka rekening tapi udah di klik puluhan kali logo buka rekening gak keluar jg menu buka rekening nya lucu kaya beruang aplikasi nya,1,negative
baru mau buka rekening mau foto liveness gagal terus apk terlihat simple tapi ribet terimakasih sya uninstall,1,negative
sy mau login ke akun line bank tdk bs pdhal sdh ikuti prosedur di app line bank dari verivikasi line nomer telp alamat email kode otp telpkode otp email password login verifikasi e ktp nama ibu kandung kode transaksi semua sdh cocok tp yg muncul di layar akun anda tdk di temukan parah banget pdhal sy ingin kerja ke luar negri dan sy bs nabung ke line bank ternyata gak masuk di akal tidak bisa masuk ke akun bank saya sy akan coba lg jk msh tdk bs auto clr,1,negative
bikin tabungan aja gagal mulu padahal sudah masukin data yg benar semuanya cuma bank ini yg sampe kali gua daftarnya gagal mulu di suruh ke cabang caranya jauh bgt lagi dari tempat gua 👎👎👎,1,negative
cuma x pinjaman yang diloloskan y knp bisa begitu pinjaman selanjutnya limit naik tapi pengajuan ditolak ya tolong donk pihak hana bank ditinjau ulang lg dan ditingkatkan biar tidak membuat para penggunanya kecewa karna sudah diphp 😅🤣🤭🙏,5,positive
lelet untuk buka apknya dah pengajuan limit harus nunggu bln mau di isi saldo juga masih ragu padahal data complit klo ga bener kan tgl proses aja ga usah nunggu,5,positive
udh ikutin langkah nya mau pembuatan buka rekening tp status nya masih proses pembuatan rekening dari kemaren padahal belum selesai juga lama sekali,1,negative
fix langsung bintang saja daftar ribet nunggu kartu lama tau dapat notif pengiriman kartu gagal pd hal selalu ada oreng di rumah sangat tidak profesional ribet hrsnya tinggal kirim pakai kurir berbayar sistem cod beres baca komem jd tau kualitas line bank ternyata buruk mending pakai yg jelas saja seperti gopay ovo shopee pay link aja,1,negative
lama amat sih proses pembuatan kartu atm nya seharusnya lebih cepat lebih baik karena bagi pengguna baru itu butuh kenyamanan tolong proses atm saya secepatnya sudah berapa hari belum ada status perubahan,1,negative
nice sih menurut gua ni aplikasi event cashbacknya bener terbukti membayar serba gratis semua🔥🔥 cuma masalah pengiriman kartu debitnya lama bgt tp its okey ditunggu aja🔥🔥,5,positive
kartu debitnya pertama buka rekening gagal dikirim terus sampe × beli ngeluarin k buat bikin req baru yang beda tapii akhirnya sama gagal terus padahal udah baca sk dan panduannya jadi saya kalo mau narik uang harus di tf ke bank lain,1,negative
line bank gk seperti neo line bank sangat susah daftarktp sy cuma kabur hidup di nama uda di suruh ke ducapil untuk memperbaiki ektpenak sy buka rekening di bank lain aja,1,negative
ini bank udah bagus sihdari pengalaman pribadi gak pernah ada kendala dari transfertop upisi token semua the bestkalau bisa pinjolnya di hilangin aja ngapabiar gak pada kecewa terutama yang ngasih bintang,5,positive
lucu nih ada event burek pake referal biar dapet reward k buat yg ngundang event dah berakhir tp reward nya gak masuk d komplain malah minta norek yg d undang dan data lain bank lain gak gitu deh perasaan masa sistem gak bisa deteksi orang yg buka rekening pake kode referal 🤣 update mulu buat apaan dah 🤣,1,negative
knp di download pas masuk ke rekening lama untuk pin konfirmasi nya slalu salah pas coba ganti pin nya disuruh masukan anama ibu kandung slalu salah padahal sudah benar 😭😭😭🥲 eror terus sudah di coba pakai akun line tetap tdk bisa bwt akun baru ternyata disuruh masuk ke akun lama tapi giliran di masukan data akun lama malah ngg bisa masuk gimana sih ya allah 😭😭🥲 mohon diperbaiki lagi datanya sudah benar tpi tdk bisa masuk untuk sementara app nya tak hapus terlebih dahulu lah 🥲😮‍💨😡,1,negative
vertifikasi melalui vc tapi setiap vc error padahal jaringan bagus disuruh hubungi customer service tp tidak diberikan akses kesana selain menelfon menggunakan pulsa kurang memuaskan,1,negative
awalnya seneng bgt pakai line bank ini tapi lama kenapa minta upgrade mulu ya tiap bulan setelah diupgrade gak ada perubahannya ngeselin bgt dah memori hp saya penuh min kalo minta upgrade mulu,1,negative
lu debest soal apk bank yg ada bebas biaya sampe kali dan gaada biaya admin tapi sorry to say apk lu sering error buat transaksi pake qris gua udah sering kali nemuin kejadian kek gtu dan itu ga enak bgt sumpah apalagi yg gaada cash kudu ngambil uang cash dulu huftt bug nya di perbaiki cepat ya daripada konsumen pada kabur ke bank lain yg lebih prefer thx,1,negative
pengaktifan kata sandi password atau pin transaksi mohon jangan terlalu banyak dan tolong jangan diubah ubah letak icon line nya untuk yang pelupa ini nyusahin banget harus ganti sandi butuh pulsa yang bersrti nambah biaya lg terimakasih,3,neutral
anda bikin aplikasi perbankan sangat amatiransudah bisa buka rekeningtapi aplikasi anda aplikasi bangke 👽👽👽tidak bisa dibukadicoba di unistall mau masuk tetap gak bisa dibukaaplikasi anda layak dihapus di playstorebikin susah🤟🤟🤟🤟🤟,1,negative
bank nya ok si tapi ribet saat login aja bermasalah mulu di password udah keyboard ga jelas salah lagi ga bisa tf ke bank aceh katanya sibuk ga bisa bayar e commerse dan nama bank juga masih bank lama belum di update contohnya kaya bank jago masih nama bank artos nprw masi nama bank uob dan line masih nama hana dll,3,neutral
katanya dapat saldo rbu untuk pembukaan rekening barutapi gak ada tuh saldo jangan cuma ambil datanya dongtpi kebenarannya udah susah payah daftarnya tapi gak ada saldo msuk dari sananya,2,negative
gue belum visa buka tabungan gara gara terlalu susah buat buka tabungan gak bisa tinggal aplikasi karena kalo di tinggal keyboard ilang buat pw susah otp ribet verifikasi wajah dan ktp susah saya berhenti buka tabungan karena hal itu bete banget ama ni aplikasi bisa dibilang terparah dari aplikasi lain tolong di benarkan lagi sehingga mudah membuka tabungan saya akan kembali dlm beberapa bulan,1,negative
aplikasi sering bug giliran registrasi berhasil dan data sudah lengkap beserta akun lain yg di hubung kan tiba lgsung mental trus ketika login mencurigakan,1,negative
aku suka krn ngga admin bagi kaum yg ngga punya uang sangat bantu apalgi anak kos mungkin kl mau ada update notif bisa di beritahu lewat line sms jujur kl mau gunain urgent eh malah suru update ngga ada notif sama hasil transaksi bisa di cantik dikit takut dikira ngga asli padahal asli,1,negative
pembukaan rekening gagal sudah coba x tdk berhasil tp malah disuruh ke kantor cabang utk pembukaan rekening sama aja kyk bank konvensional masih kalah bersaing dgn bank digital lain yg proses registrasi tdk ada masalah,2,negative
saya topup pulsa tsel tapi muncul info kesalahan informasi invoice tetap keluar dan saldo terpotong pulsa tidak masuk harus hubungi no callcenter kalo mau cepet tapi ya habis duluan pulsa saya untuk laporan dari pada uang yang nyangkut,1,negative
awal kendala sistem dukcapil padahal datanya sudah benar giliran hubungi cs dibilang tidak ada npwp padahal sudah upload npwp diawal pendaftaran sebagai regular customer kecewa sih,1,negative
tidak bisa login setelah update sering muncul keterangan ini adalah aktivitas tidak wajar kalau di klik tertutup aplikasi begitu terus berulang ulang,1,negative
untuk operator sangat sombong tidak bisa di hubungi karna saya lupa pin untuk masuk dan diberi arahan untuk menghubungi operatornya tetapi panggilan di tolak oleh operator apakah ini aplikasi line bank yang mempersulit orang jika lupa pin,1,negative
hari demi hari snk berubah terus kemarin kuota gratis tarik tunai yang di batasi bulan sekarang udah di gabungkan kuota tarik tunai sama kuota transfer bank bulanntar lagi ada biaya admin saldo ngendapdan pada akhirnya kita kembali lagi ke bank konvensional biaya hidup ini tidak ada yang gratis,1,negative
kecewa sih udah daftar ini itu ditambah lagi daftarnya rumit nya minta ampunpas udah selesai ternyata kartu debit hanya untuk kota tertentu aja😭 untuk daerah kalimantan belum adamohon hapus data sayasaya mau tutup rekening tapi gak bisa,1,negative
line bank the best🔥🔥 ditunggu up nya tambahin lebih lengkap lagi fiturnya untuk telepon pembelian pulsa all operator min masih kurang operator nya dan banyak fitur fitur tagihan lainnya selain telepon dan listrik💪💪😊,5,positive
maaf bintang satu pas saya cek limit kredit dikasih dan suruh buka tabungan setelah buka tabungan selesai malah limit kreditnya tidak ada ini sih nipu buat buka rekening payah,1,negative
reject tercepat dan terkilatiklan nya saja limit besar pengajuan cepatga ada menit langsung di tolakannoying,1,negative
parah bgt sya udh input data data yg benar sape dua kali ttp aja nggk bisa yg lebih parah nya lgi tidak bisa buka tampilan beranda nya jika ada apa dgn data sya sya tidak bertanggung jwb,2,negative
susah banget mau daftar nyoba berkali kali katanya suruh cek di dukcapil sekalinya bisa tapi sampe vidcall ada salah tulis di namanya jadiharus diulangi lagi isi data udah saya ulangi ee malah balik lagi suruh cek data di dukcapil,1,negative
sori bintang saya turunkan karna promo tidak sesuaiudah undang teman satu perak pun gak dapat reward padahal udah masukin referal dan nabung yg di undang dan promo belamja pakai cris katanya kuota gak terbatas buktinya nihil x belanja satu pun ga masuk cashback akhirnya uang kebuang sia isi voucher codashop rating saya jadikan bintang jika bonus saya udh masuk mksh,2,negative
saya cukup lama menggunakan line bank karena transaksi real time banyak discount cashback unlimited free transfer all bank tapi setelah update transfer dibatasi x terus apa bedanya dengan bank digital lainnya yang x free tf justru karena unlimited free tf line bank jadi beda dengan yang lain jujur agak sedikit kecewa sih,1,negative
aplikasi parah daftar malah di suruh ke dukcapil kalau masalah di data gak mungkin saya bisa punya bank dan lancar aja pendaftaran bank tersebut gk ada pake di suruh ke dukcapil di email malah gk dbls jg gk jelas,1,negative
udah coba ngisi malah harus periksa data diri di disdukcapil data yang mana udah bener ko pakai foto ktp ngeyel gak jadi ah perasaan saya gak pernah bermasalah dengan bank mana pun malah lebih mudah pyoses apapun soalnya saya gak punya blacklist bank hapus dong data saya di databest nya,1,negative
saya mau bikin rekening tapi selalu gagal pas pengambilan foto ktp kata nya tidak bisa digunakan pdhl udh bbrapa kali di coba gatau apanya yg salah semoga secepat nya diperbaiki,1,negative
kartu debit tidak dapat di aktifkan karena diaplikasi masih berstatus dalam proses pencetakan dan opsi aktifkan kartu tidak dapat diklik padahal kartu sudah diterima mohon perbaikannya🙏,4,positive
lama bgt dpt kartu debit nya kartu debit sobat saya udh ada nyampe sedangkan saya lebih awal seminggu dari dia blm ada nyampemsh proses pembuatan anehhhh bgt dahh tolong min di perbaiki lagi maaf kasih bintang nya nunggu kartu nya sampe aja,2,negative
sangat puas saya makai nya sangat nyaman dengan tampilan dan tentunya bebas dari biaya admin sangat rekomendasi untuk di pakai kalangan muda sekarang note untuk line bank pertahankan seperti ini dan tingkat kan kecepatan transaksi mu dan semoga line bank bisa makin maju kedepannya 👍👍👍🤩🤩🤩🤩,5,positive
terimakasih line bank coba eh beneran dpt saldo gratis mantap bgt klo bisa diadain lgi program referral nya hhee kya bank sebelah hhee tpi dah makasih bgt si udh banyak juga kasih nya,5,positive
good👍👍👍sangat membantu dlm penyimpanan uang saya n sangat berfungsi to mempermudah setiap hari saya dalam bayar biaya bulanan spt listrik airpulsa hp dll dgn biaya free terima kasih line bank🙏,5,positive
untuk saat ini dulu karena kartu debitnya belum datang and its almost fortnight dan belum ada sampai sekarang tadinya saya mauke kantor hana bank tapi ragu karena kartunya sdh dibayar di aplikasi nanti lebih ribet lagi a little dissapointing🥴,4,positive
saya sudah terdaftar kode otp sudah dikirim saya coba re login tidak bisa alamat email tidak terdaftar saya habis update os masih tetap di hp yang sama,1,negative
udah bikin prosesnya cpt alhmdulillah pas kebagian g nunggu antrian lgsg nyambung tinggal nunggu kartu debitnya az nih maksih yah 💖 edited udah py debitnya mksh yah jangan mengecewakan n tingkatkan lagi yah yg msh kurangnya sukseeess 🤗,5,positive
susah mau aktivasi kartu debitnya aja sistem sibuk terus hubungi cs jga gada penyeleasian udh bersihin cach data uninstal instal lagi jga ga beres tetep sama ga bisa,2,negative
awal pakai apk ini karena mau beli barang luar tapi pas udh daftar trs mau buat visa emng sih disini aku lupa kata sandi tapi aku udh kali atau lebih telepon cust nya minta bantuan sampai sekarang belum bisa juga masuk ke aplikasi nya,2,negative
saya pertama bukak kartu debit gratis tidak dikirim sampe kartu kadaluwarsa yang kedua baru mau buat yang bayar tiba saldo kepotong belum sampai di laman konfirmasi pesanan mohon penjelasanya,1,negative
untuk kurir kartu debit tolong di evaluasi alamat tertera tapi tidak mau mengantarkan alasan tlp ga diangkat di tanya malah berbelit dan kontak saya diblok,1,negative
susah mau daftar ada ada saja alasan udah ngantri sekali vidio caal poto buram tandatangan gak gak baguss udah x vidio call gak lolos teruss mendingan gak ush daftr dari oada ribet toh masih bnyak aplikasi lain yg mudah dan praktis dari pada aplikasi rumit inidan tolong data saya yg terlanjur sudah masuk jangan di salah gunakan dan tolong blokir data saya,1,negative
stop update terus ya atau paling ga tanpa apdet minimal ttp bisa dipake aplikasinya repot bgt kalo lg mau transfer tbtb harus update dulu ga semua orang kuotanya banyak,3,neutral
mengapa pengiriman debit card hanya untuk pulau jawa memangnya indonesia ini hanya pulau jawa saja ya atau line bank hanya untuk orang jawa apasih susahnya ngirimnya ke seluruh indonesia banyak ekspedisi yang jangkauannya nasional bahkan internasional,1,negative
kenapa saya membuat tabungan malah tidak bisa malah salah padahal sesuai alamat ktp 😓😓 padahal limit kredit sudah muncul mungkin emang sengaja ga di kasih tangapan,1,negative
sudah pakai bank ini lama transaksi pun sudah banyak eh kocak nya coba quick kredit dapet limit pas coba cairin belum masuk kriteria bank kriteria apa yg dimaksud ngaco ini bank,1,negative
cara aktifinnya tuh gmana sihh udh nunggu sampe hari coba berkali gagal terus keterangannya suruh cek info pdhal udh disuruh aktifin pas mau di aktifin gabisa gimna mau di pake coba udh nelpon juga katanya suruh nunggu tapi tetep gabisa,1,negative
sudah bulan ga bsa ajuin dengan alasan tidak memenuhi kriteria bank boss saya ga pernah telat bayar dana pinjaman bulan saya lunasi ga sampe bulan malah limit hilang,1,negative
maaf sya ksh rating bintang aplikasi sih bagus berguna tp penanganan masalahnya kurang memuaskan sya apply untk pencetakan kartu debit ke di tanggal sept tp sampai skrg blm sya terima pdhal saat pencetakan debit pertama ga ada masalah sdh lapor ke cc tp hasilnya krn sdh lewat hr sdh tdk bisa di cek lg diminta untk pengajuan ulang halo itu sya udh bayar loh buat penerbitannya berarti sya hrs bayar lg klo ngajuin ulang pdhal di line bank app jg ga ada tgl terkirim yg jelas,1,negative
kenapa kartu atm saya tidak sampe rumah dan catatan di apk line bank nya kok alamat tidak ditemukan ini yang salah alamat saya atau emang dari jasa kirimnya yang pendek ya😭aku hub cs nya melalui whatsapp kok ada dan mau tlp juga gak bisa karena ndak ada pulsa bingung banget harus gimana,3,neutral
kenapa waktu mau buka tabungan masih diharuskan ke kantor cabang maksud daftar bank digital karena nasabah kan ingin biar praktis saja padahal jarak rumah ke kantor cabang km dan sibuk kerja gimana nie solusinya malah lebih praktis bank digital sebelah,2,negative
sesuka ini sama line bank transfer kemanapun dan tarik tunai di atm manapun bebas biaya gampang buka tabungan tapiiiii setelah update kenapa di batesin transaksi sebulan yg bebas admin 😭😭,3,neutral
secara keseluruhan sudah oke proses nya pun cepat tapi ko ini malah ga bisa di buka ga bisa di buka dengan keterangan mohon maaaf sistem sibuk dengan kode mohon bntuannya supaya segera di perbaiki,4,positive
udah verifikasi dan terima kartu debitnya meskipun lama bgr tp gpp soalnya kartunya lucu next semoga tampilan dan keyboard aplikasi diupdate biar ga moratmarit dan ga bikin typo pas masukin psw 👌,3,neutral
unttuk aktivasi kartunya gimana ya kok di device saya status kartu debitnya selalu pencetekan sedangkan kartu debit sdh diterima jadi untuk melakukan aktivasi tidak dapat dilakukan,1,negative
sumpah ini aikasi banyak keuntungannya bnyak diskon yg aaya nikmatin disini malah saya ajuin pinjamanpun prosesnya itungan menit langsung cair berani sumpah ni aplikasi rekomen banget bunga pinjamanpun kecil ditambah klo tf kmanapun ada fasilitas gratis dalam sbulan wah banyaklah intinya keuntungannya bkan saya bandingin yah dgn aplikasi lain tp kalian coba aja dulu dijamin gak nyesel,5,positive
gangguan mulu padahal sinyal lancar tapi dibilang koneksi lemah buat aplikasi lain pdhal lancar jaya,1,negative
ga ada fitur chat dg cs hanya ada panggilan saja dan duarrr pulsa kita akan habis menunggu tersambung dg cs cetak kartu entah kapan jadinya sementara perusahaan kompetitor lain yg sejenis mencetak dan mengirim kartu hanya dlm hitungan hari ga sampai hari kerja terimakasih,2,negative
aplikasi top di kasih limit jt cair tidak ada potongan bunganya kecil juga rekomendasi banget membantu saat orang membutuhkan tapi untuk pengajuan butuh hari baru di acc heheh kalo bisa di percepat next rekomen,5,positive
intinya iklan line bank menggangu karena di saat aplikasi terbuka sendiri atas dasar iklan iklan nya itu stuck di awal sehingga menggangu aplikasi yg sedang di gunakan iklan di atas aplikasi lain itu sangat menggangu apalagi tidak bisa di keluarkan aplikasi nya hanya saran saja review ulang kalau mau iklan di aplikasi lain jadi tidak mengganggu kepada aplikasi yg sedang di gunakan teeima kasih,1,negative
udah lebih berbulan bulan w bikin id line bank ternyata setelah bikin id harus bkin buku tabungan juga pantesan w bingung deposit line bank gmn gada nomernya rekeningnya ternyata harus register buku tabungan lagimana bikin buku tabunganya gagal terus lagihadeh w yakin si costumernya sedikit nih mau deposit ja susah banyak penghalangnya,1,negative
proses pencetakan debitcard nya lama banget belom lg nanti ngirimnya keyboardnya juga masih berantakan bgt btw org lain juga ada senasib sama saya,3,neutral
aplikasi terlalu bertele tele udh di isi data semuanya tapi kaga bisa minjem tolong hapus data saya kalo ada yg mengatasnamakan saya brarti line bank yg menggunakannya,1,negative
untuk rubah pin transaksi line bank nya susah sudah habis banyak pulsa untuk call center masih juga di suruh datang ke kantor cabang buruk bener nih aplikasi,1,negative
verifikasi video call dari sabtu sampai sekarang hari rabu terus sibuk rese banget sih ga jadi deh buka rekening nya dan udah gua uninstall aplikasinya,1,negative
kenapa saat saya sudah dapat limit pinjaman hasil pre check limit sudah tidak berlaku lagi karena ada perbedaan data silahkan melakukan pre check limit kembali menggunakan data terbaru maksudnya gimana,4,positive
plis line bank menurutku bank syariah padahal ga syariah hihihii soalnya gaada biaya perbulan gaada biaya admin transfer juga palingan ada limit transaksi gratis sebulan mantepp banget aku udah pengguna dari setahun lalu pas line bank masih belum punya kartu visa yg kuning udah gitu line bank perbulan masih dikasih bonus kyk bagi hasil gitu misal di rekening rata sebulan punya nah nanti bakal ketambahan tu dari line bank kyk perak lah atau bahkan seribu hihihii lumayan,5,positive
bintang aja ya kek nyasetelah lama pakai dg kenyamanan bebas biaya transfer tiba² ada notiv untuk di update aplikasinya setelah saya update ternyata ada pembatasan biaya bebas transfer x transaksi 😭😭😭😭 sedih bgt akutuuuuuu,3,neutral
sudah daftar tapi di tolakalasan di tolak apa tidak di kasih taumaaf terpaksa saya uninstal sekalian sama aplikasi linenyamohon di hapus data sayatrimzz,2,negative
line bank keren pertahankan semoga makin keren kedepannya dilengkapi juga fitur²nya mohon segera untuk di luar pulau jawa agar bisa kebagian kartu atm juga satu hal lagi terima kasih cashbacknya😍,5,positive
untuk sementara bagus sih cuma mungkin untuk di fitur qris masih sering error jadi sering ga bisa scan qr code nya,4,positive
saat ingin buka tabungan rekening line bank selalu gagal di verifikasi wajah padahal sudah mengikuti prosedur dan untuk pencahayaan sudah jelas dan terang tapi tetap saja masih belom bisa mohon diperbaiki untuk proses verifikasi wajah,2,negative
dari kemaren mau transfer ga bisa terus mana lagii buru buru tolong perbaiki segera apk nya bagus diawal doang makin kesini makin bnyak masalah,2,negative
untuk pengamanannya cukup pakai pingustur aja jangan pakai password segalahribet jadinya setiap mau buka aplikasinya dan setiap nasabah baru dijanjikan dapat bonuscashback k bagi yg buat akun baru selama promo mulai tgl september dan saya tunggu komitmentnyakalau ternyata tidak ada rewardbonus maaf saya dellete dan tidak mau pakai ini linebankbagi saya sangat berbahaya karena tidak bisa menjaga komitment kata lain tidak jujur,5,positive
